Date,Date,,,,,,Price,Open,High,Low,Vol.,Change %
06-05-2023,6,5,2023,,,5/6/2023,0.5,0.51,0.51,0.49,2.99M,-1.96%
06-02-2023,6,2,2023,,,2/6/2023,0.51,0.51,0.51,0.48,6.06M,2.00%
06-01-2023,6,1,2023,,,1/6/2023,0.5,0.5,0.53,0.5,3.14M,-1.96%
05/31/2023,5,,,31,2023,31/5/2023,0.51,0.52,0.52,0.5,2.33M,-1.92%
05/30/2023,5,,,30,2023,30/5/2023,0.52,0.52,0.53,0.5,1.68M,0.00%
05/29/2023,5,,,29,2023,29/5/2023,0.52,0.55,0.55,0.51,3.49M,-5.45%
05/25/2023,5,,,25,2023,25/5/2023,0.55,0.57,0.57,0.54,3.09M,-3.51%
05/24/2023,5,,,24,2023,24/5/2023,0.57,0.58,0.58,0.55,1.66M,-1.72%
05/23/2023,5,,,23,2023,23/5/2023,0.58,0.6,0.6,0.57,2.60M,-1.69%
05/22/2023,5,,,22,2023,22/5/2023,0.59,0.59,0.61,0.58,3.76M,1.72%
05/19/2023,5,,,19,2023,19/5/2023,0.58,0.56,0.6,0.54,3.49M,3.57%
05/18/2023,5,,,18,2023,18/5/2023,0.56,0.59,0.59,0.54,2.72M,-1.75%
05/17/2023,5,,,17,2023,17/5/2023,0.57,0.59,0.59,0.57,1.11M,-3.39%
