Date,Date,,,,,,Price
01-06-2021,1,,,6,2021,6/1/2021,302
01-05-2021,1,,,5,2021,5/1/2021,292.7
01-04-2021,1,,,4,2021,4/1/2021,295.3
12/30/2020,12,30,2020,,,30/12/2020,287.9
12/29/2020,12,29,2020,,,29/12/2020,291.8
12/28/2020,12,28,2020,,,28/12/2020,295
12/23/2020,12,23,2020,,,23/12/2020,278.2
12/22/2020,12,22,2020,,,22/12/2020,280.6
12/21/2020,12,21,2020,,,21/12/2020,270
12/18/2020,12,18,2020,,,18/12/2020,266.6
12/17/2020,12,17,2020,,,17/12/2020,262
12/16/2020,12,16,2020,,,16/12/2020,258.3
12/15/2020,12,15,2020,,,15/12/2020,257.6
12/14/2020,12,14,2020,,,14/12/2020,253.7
12-11-2020,12,,,11,2020,11/12/2020,250.3
12-10-2020,12,,,10,2020,10/12/2020,244.6
12-09-2020,12,,,9,2020,9/12/2020,248.7
12-08-2020,12,,,8,2020,8/12/2020,248
12-07-2020,12,,,7,2020,7/12/2020,247.9
12-04-2020,12,,,4,2020,4/12/2020,242.4
12-03-2020,12,,,3,2020,3/12/2020,239.1
12-02-2020,12,,,2,2020,2/12/2020,248.4
12-01-2020,12,,,1,2020,1/12/2020,248.6
11/30/2020,11,30,2020,,,30/11/2020,255.1
11/27/2020,11,27,2020,,,27/11/2020,246.8
11/26/2020,11,26,2020,,,26/11/2020,237.6
11/25/2020,11,25,2020,,,25/11/2020,238.7
11/24/2020,11,24,2020,,,24/11/2020,238.4
11/23/2020,11,23,2020,,,23/11/2020,245.6
11/20/2020,11,20,2020,,,20/11/2020,248.4
11/19/2020,11,19,2020,,,19/11/2020,238.4
11/18/2020,11,18,2020,,,18/11/2020,233
11/17/2020,11,17,2020,,,17/11/2020,231.3
11/16/2020,11,16,2020,,,16/11/2020,231.2
11/13/2020,11,13,2020,,,13/11/2020,234.5
11-12-2020,11,,,12,2020,12/11/2020,237.1
11-11-2020,11,,,11,2020,11/11/2020,235.5
11-10-2020,11,,,10,2020,10/11/2020,226.8
11-09-2020,11,,,9,2020,9/11/2020,223.9
11-06-2020,11,,,6,2020,6/11/2020,230.3
11-05-2020,11,,,5,2020,5/11/2020,230.5
11-04-2020,11,,,4,2020,4/11/2020,215
11-03-2020,11,,,3,2020,3/11/2020,222.8
11-02-2020,11,,,2,2020,2/11/2020,214.3
10/30/2020,10,30,2020,,,30/10/2020,218.2
10/29/2020,10,29,2020,,,29/10/2020,219.1
10/28/2020,10,28,2020,,,28/10/2020,203.6
10/27/2020,10,27,2020,,,27/10/2020,208
10/26/2020,10,26,2020,,,26/10/2020,206
10/23/2020,10,23,2020,,,23/10/2020,212.4
10/22/2020,10,22,2020,,,22/10/2020,211.8
10/21/2020,10,21,2020,,,21/10/2020,217.6
10/20/2020,10,20,2020,,,20/10/2020,223.6
10/19/2020,10,19,2020,,,19/10/2020,224.5
10/16/2020,10,16,2020,,,16/10/2020,226.6
10/15/2020,10,15,2020,,,15/10/2020,226
10/14/2020,10,14,2020,,,14/10/2020,231.6
10/13/2020,10,13,2020,,,13/10/2020,226
10-12-2020,10,,,12,2020,12/10/2020,226.2
10-09-2020,10,,,9,2020,9/10/2020,218
10-08-2020,10,,,8,2020,8/10/2020,221.7
10-07-2020,10,,,7,2020,7/10/2020,219.5
10-06-2020,10,,,6,2020,6/10/2020,212.6
10-05-2020,10,,,5,2020,5/10/2020,215.1
10-02-2020,10,,,2,2020,2/10/2020,209.9
10-01-2020,10,,,1,2020,1/10/2020,210
09/30/2020,9,30,2020,,,30/9/2020,206
09/29/2020,9,29,2020,,,29/9/2020,197.8
09/28/2020,9,28,2020,,,28/9/2020,194.9
09/25/2020,9,25,2020,,,25/9/2020,191.4
09/24/2020,9,24,2020,,,24/9/2020,191.6
09/23/2020,9,23,2020,,,23/9/2020,193.6
09/22/2020,9,22,2020,,,22/9/2020,191.8
09/21/2020,9,21,2020,,,21/9/2020,193
09/18/2020,9,18,2020,,,18/9/2020,195.2
09/17/2020,9,17,2020,,,17/9/2020,194.8
09/16/2020,9,16,2020,,,16/9/2020,193.6
09/15/2020,9,15,2020,,,15/9/2020,190
09/14/2020,9,14,2020,,,14/9/2020,188.8
09-11-2020,9,,,11,2020,11/9/2020,188.3
09-10-2020,9,,,10,2020,10/9/2020,188.3
09-09-2020,9,,,9,2020,9/9/2020,191
09-08-2020,9,,,8,2020,8/9/2020,184
09-07-2020,9,,,7,2020,7/9/2020,191
09-04-2020,9,,,4,2020,4/9/2020,184.9
09-03-2020,9,,,3,2020,3/9/2020,193.7
09-02-2020,9,,,2,2020,2/9/2020,195.3
09-01-2020,9,,,1,2020,1/9/2020,187.6
08/31/2020,8,31,2020,,,31/8/2020,189.7
08/28/2020,8,28,2020,,,28/8/2020,188.5
08/27/2020,8,27,2020,,,27/8/2020,188.7
08/26/2020,8,26,2020,,,26/8/2020,192.4
08/25/2020,8,25,2020,,,25/8/2020,189.4
08/24/2020,8,24,2020,,,24/8/2020,190.5
08/21/2020,8,21,2020,,,21/8/2020,185.9
08/20/2020,8,20,2020,,,20/8/2020,183.5
08/19/2020,8,19,2020,,,19/8/2020,185.4
08/18/2020,8,18,2020,,,18/8/2020,185.2
08/17/2020,8,17,2020,,,17/8/2020,186.8
08/14/2020,8,14,2020,,,14/8/2020,185.8
08/13/2020,8,13,2020,,,13/8/2020,186.6
08-12-2020,8,,,12,2020,12/8/2020,183.6
08-11-2020,8,,,11,2020,11/8/2020,185.4
08-10-2020,8,,,10,2020,10/8/2020,169.4
08-07-2020,8,,,7,2020,7/8/2020,171.3
08-06-2020,8,,,6,2020,6/8/2020,168
08-05-2020,8,,,5,2020,5/8/2020,168.5
08-04-2020,8,,,4,2020,4/8/2020,165.4
08-03-2020,8,,,3,2020,3/8/2020,166.6
07/31/2020,7,31,2020,,,31/7/2020,162.4
07/30/2020,7,30,2020,,,30/7/2020,163.4
07/29/2020,7,29,2020,,,29/7/2020,161.5
07/28/2020,7,28,2020,,,28/7/2020,166.5
07/27/2020,7,27,2020,,,27/7/2020,168.8
07/24/2020,7,24,2020,,,24/7/2020,169.6
07/23/2020,7,23,2020,,,23/7/2020,173
07/22/2020,7,22,2020,,,22/7/2020,169.8
07/21/2020,7,21,2020,,,21/7/2020,169.3
07/20/2020,7,20,2020,,,20/7/2020,165
07/17/2020,7,17,2020,,,17/7/2020,160
07/16/2020,7,16,2020,,,16/7/2020,157.9
07/15/2020,7,15,2020,,,15/7/2020,156.7
07/14/2020,7,14,2020,,,14/7/2020,147.4
07/13/2020,7,13,2020,,,13/7/2020,151.8
07-10-2020,7,,,10,2020,10/7/2020,148.5
07-09-2020,7,,,9,2020,9/7/2020,149.9
07-08-2020,7,,,8,2020,8/7/2020,147.1
07-07-2020,7,,,7,2020,7/7/2020,143.5
07-06-2020,7,,,6,2020,6/7/2020,142
07-03-2020,7,,,3,2020,3/7/2020,141.1
07-02-2020,7,,,2,2020,2/7/2020,142.3
07-01-2020,7,,,1,2020,1/7/2020,139.8
06/30/2020,6,30,2020,,,30/6/2020,135.1
06/29/2020,6,29,2020,,,29/6/2020,133
06/26/2020,6,26,2020,,,26/6/2020,132.8
06/25/2020,6,25,2020,,,25/6/2020,132.2
06/24/2020,6,24,2020,,,24/6/2020,134.8
06/23/2020,6,23,2020,,,23/6/2020,137
06/22/2020,6,22,2020,,,22/6/2020,134.6
06/19/2020,6,19,2020,,,19/6/2020,132.7
06/18/2020,6,18,2020,,,18/6/2020,132.8
06/17/2020,6,17,2020,,,17/6/2020,136.1
06/16/2020,6,16,2020,,,16/6/2020,135.7
06/15/2020,6,15,2020,,,15/6/2020,134.1
06-12-2020,6,,,12,2020,12/6/2020,132.5
06-11-2020,6,,,11,2020,11/6/2020,133.4
06-10-2020,6,,,10,2020,10/6/2020,140.6
06-09-2020,6,,,9,2020,9/6/2020,144
06-08-2020,6,,,8,2020,8/6/2020,141
06-04-2020,6,,,4,2020,4/6/2020,140.3
06-03-2020,6,,,3,2020,3/6/2020,140.8
06-02-2020,6,,,2,2020,2/6/2020,138.8
05/29/2020,5,29,2020,,,29/5/2020,136.8
05/28/2020,5,28,2020,,,28/5/2020,133.5
05/27/2020,5,27,2020,,,27/5/2020,130.8
05/26/2020,5,26,2020,,,26/5/2020,134.8
05/25/2020,5,25,2020,,,25/5/2020,131.4
05/20/2020,5,20,2020,,,20/5/2020,126.2
05/19/2020,5,19,2020,,,19/5/2020,125.3
05/18/2020,5,18,2020,,,18/5/2020,125.6
05/15/2020,5,15,2020,,,15/5/2020,121.6
05/14/2020,5,14,2020,,,14/5/2020,118.6
05/13/2020,5,13,2020,,,13/5/2020,123.2
05-12-2020,5,,,12,2020,12/5/2020,124.4
05-11-2020,5,,,11,2020,11/5/2020,121.6
05-07-2020,5,,,7,2020,7/5/2020,118.7
05-06-2020,5,,,6,2020,6/5/2020,115.4
05-05-2020,5,,,5,2020,5/5/2020,119.2
05-04-2020,5,,,4,2020,4/5/2020,114.9
05-01-2020,5,,,1,2020,1/5/2020,116.5
04/30/2020,4,30,2020,,,30/4/2020,117.2
04/29/2020,4,29,2020,,,29/4/2020,118.9
04/28/2020,4,28,2020,,,28/4/2020,119.2
04/27/2020,4,27,2020,,,27/4/2020,113.6
04/24/2020,4,24,2020,,,24/4/2020,112.3
04/23/2020,4,23,2020,,,23/4/2020,116.2
04/22/2020,4,22,2020,,,22/4/2020,114
04/21/2020,4,21,2020,,,21/4/2020,113.8
04/20/2020,4,20,2020,,,20/4/2020,117.6
04/17/2020,4,17,2020,,,17/4/2020,117.7
04/16/2020,4,16,2020,,,16/4/2020,114
04/15/2020,4,15,2020,,,15/4/2020,115.3
04/14/2020,4,14,2020,,,14/4/2020,121
04-08-2020,4,,,8,2020,8/4/2020,116.1
04-07-2020,4,,,7,2020,7/4/2020,118.8
04-06-2020,4,,,6,2020,6/4/2020,112.4
04-03-2020,4,,,3,2020,3/4/2020,115.1
04-02-2020,4,,,2,2020,2/4/2020,111.3
04-01-2020,4,,,1,2020,1/4/2020,108.7
03/31/2020,3,31,2020,,,31/3/2020,110.5
03/30/2020,3,30,2020,,,30/3/2020,108.9
03/27/2020,3,27,2020,,,27/3/2020,109.8
03/26/2020,3,26,2020,,,26/3/2020,111.7
03/25/2020,3,25,2020,,,25/3/2020,112.5
03/24/2020,3,24,2020,,,24/3/2020,106.5
03/23/2020,3,23,2020,,,23/3/2020,95.7
03/20/2020,3,20,2020,,,20/3/2020,103.8
03/19/2020,3,19,2020,,,19/3/2020,97.2
03/18/2020,3,18,2020,,,18/3/2020,98.6
03/17/2020,3,17,2020,,,17/3/2020,107.3
03/16/2020,3,16,2020,,,16/3/2020,106.8
03/13/2020,3,13,2020,,,13/3/2020,111.2
03-12-2020,3,,,12,2020,12/3/2020,109.8
03-11-2020,3,,,11,2020,11/3/2020,121
03-10-2020,3,,,10,2020,10/3/2020,125.9
03-09-2020,3,,,9,2020,9/3/2020,127.5
03-06-2020,3,,,6,2020,6/3/2020,135.2
03-05-2020,3,,,5,2020,5/3/2020,140.2
03-04-2020,3,,,4,2020,4/3/2020,140.4
03-03-2020,3,,,3,2020,3/3/2020,138.2
03-02-2020,3,,,2,2020,2/3/2020,131.4
02/28/2020,2,28,2020,,,28/2/2020,129.9
02/27/2020,2,27,2020,,,27/2/2020,131.9
02/26/2020,2,26,2020,,,26/2/2020,135.7
02/25/2020,2,25,2020,,,25/2/2020,135
02/24/2020,2,24,2020,,,24/2/2020,137.6
02/21/2020,2,21,2020,,,21/2/2020,144.2
02/20/2020,2,20,2020,,,20/2/2020,143.4
02/19/2020,2,19,2020,,,19/2/2020,142.5
02/18/2020,2,18,2020,,,18/2/2020,138.9
02/17/2020,2,17,2020,,,17/2/2020,139.5
02/14/2020,2,14,2020,,,14/2/2020,139.3
02/13/2020,2,13,2020,,,13/2/2020,138.5
02-12-2020,2,,,12,2020,12/2/2020,140.2
02-11-2020,2,,,11,2020,11/2/2020,143.7
02-10-2020,2,,,10,2020,10/2/2020,141.6
02-07-2020,2,,,7,2020,7/2/2020,143.3
02-06-2020,2,,,6,2020,6/2/2020,144.5
02-05-2020,2,,,5,2020,5/2/2020,144.4
02-04-2020,2,,,4,2020,4/2/2020,137.2
02-03-2020,2,,,3,2020,3/2/2020,134.2
01/31/2020,1,31,2020,,,31/1/2020,134.6
01/30/2020,1,30,2020,,,30/1/2020,133.6
01/29/2020,1,29,2020,,,29/1/2020,137.8
01/28/2020,1,28,2020,,,28/1/2020,133.2
01/27/2020,1,27,2020,,,27/1/2020,131.7
01/24/2020,1,24,2020,,,24/1/2020,134
01/23/2020,1,23,2020,,,23/1/2020,131.6
01/22/2020,1,22,2020,,,22/1/2020,133.4
01/21/2020,1,21,2020,,,21/1/2020,133
01/20/2020,1,20,2020,,,20/1/2020,132.5
01/17/2020,1,17,2020,,,17/1/2020,132.4
01/16/2020,1,16,2020,,,16/1/2020,131
01/15/2020,1,15,2020,,,15/1/2020,129.5
01/14/2020,1,14,2020,,,14/1/2020,126.5
01/13/2020,1,13,2020,,,13/1/2020,127
01-10-2020,1,,,10,2020,10/1/2020,127.4
01-09-2020,1,,,9,2020,9/1/2020,128.3
01-08-2020,1,,,8,2020,8/1/2020,129.1
01-07-2020,1,,,7,2020,7/1/2020,127.9
01-06-2020,1,,,6,2020,6/1/2020,129.7
01-03-2020,1,,,3,2020,3/1/2020,129.7
01-02-2020,1,,,2,2020,2/1/2020,131.9
12/30/2019,12,30,2019,,,30/12/2019,134.6
12/27/2019,12,27,2019,,,27/12/2019,136.6
12/23/2019,12,23,2019,,,23/12/2019,134.8
12/20/2019,12,20,2019,,,20/12/2019,133.7
12/19/2019,12,19,2019,,,19/12/2019,135.6
12/18/2019,12,18,2019,,,18/12/2019,136.6
12/17/2019,12,17,2019,,,17/12/2019,138.1
12/16/2019,12,16,2019,,,16/12/2019,137.8
12/13/2019,12,13,2019,,,13/12/2019,136.2
12-12-2019,12,,,12,2019,12/12/2019,136.4
12-11-2019,12,,,11,2019,11/12/2019,132.4
12-10-2019,12,,,10,2019,10/12/2019,131.4
12-09-2019,12,,,9,2019,9/12/2019,132.6
12-06-2019,12,,,6,2019,6/12/2019,133.7
12-05-2019,12,,,5,2019,5/12/2019,132
12-04-2019,12,,,4,2019,4/12/2019,131.3
12-03-2019,12,,,3,2019,3/12/2019,130.3
12-02-2019,12,,,2,2019,2/12/2019,131.6
11/29/2019,11,29,2019,,,29/11/2019,129.1
11/28/2019,11,28,2019,,,28/11/2019,130.1
11/27/2019,11,27,2019,,,27/11/2019,129.1
11/26/2019,11,26,2019,,,26/11/2019,129.6
11/25/2019,11,25,2019,,,25/11/2019,128
11/22/2019,11,22,2019,,,22/11/2019,126.6
11/21/2019,11,21,2019,,,21/11/2019,126.7
11/20/2019,11,20,2019,,,20/11/2019,128
11/19/2019,11,19,2019,,,19/11/2019,127.9
11/18/2019,11,18,2019,,,18/11/2019,127.5
11/15/2019,11,15,2019,,,15/11/2019,129.3
11/14/2019,11,14,2019,,,14/11/2019,128
11/13/2019,11,13,2019,,,13/11/2019,127.1
11-12-2019,11,,,12,2019,12/11/2019,125.6
11-11-2019,11,,,11,2019,11/11/2019,125.4
11-08-2019,11,,,8,2019,8/11/2019,124.9
11-07-2019,11,,,7,2019,7/11/2019,120.5
11-06-2019,11,,,6,2019,6/11/2019,108.6
11-05-2019,11,,,5,2019,5/11/2019,109.8
11-04-2019,11,,,4,2019,4/11/2019,112.2
11-01-2019,11,,,1,2019,1/11/2019,111.9
10/31/2019,10,31,2019,,,31/10/2019,109.4
10/30/2019,10,30,2019,,,30/10/2019,110
10/29/2019,10,29,2019,,,29/10/2019,108.2
10/28/2019,10,28,2019,,,28/10/2019,110.5
10/25/2019,10,25,2019,,,25/10/2019,109.4
10/24/2019,10,24,2019,,,24/10/2019,107.8
10/23/2019,10,23,2019,,,23/10/2019,108.6
10/22/2019,10,22,2019,,,22/10/2019,107.3
10/21/2019,10,21,2019,,,21/10/2019,107.8
10/18/2019,10,18,2019,,,18/10/2019,105.4
10/17/2019,10,17,2019,,,17/10/2019,105.9
10/16/2019,10,16,2019,,,16/10/2019,104.8
10/15/2019,10,15,2019,,,15/10/2019,108
10/14/2019,10,14,2019,,,14/10/2019,108.1
10-11-2019,10,,,11,2019,11/10/2019,107.9
10-10-2019,10,,,10,2019,10/10/2019,104.8
10-09-2019,10,,,9,2019,9/10/2019,104.7
10-08-2019,10,,,8,2019,8/10/2019,103.8
10-07-2019,10,,,7,2019,7/10/2019,105.3
10-04-2019,10,,,4,2019,4/10/2019,105.2
10-03-2019,10,,,3,2019,3/10/2019,104
10-02-2019,10,,,2,2019,2/10/2019,103.4
10-01-2019,10,,,1,2019,1/10/2019,106
09/30/2019,9,30,2019,,,30/9/2019,106.4
09/27/2019,9,27,2019,,,27/9/2019,109
09/26/2019,9,26,2019,,,26/9/2019,109.7
09/25/2019,9,25,2019,,,25/9/2019,109.8
09/24/2019,9,24,2019,,,24/9/2019,110.5
09/23/2019,9,23,2019,,,23/9/2019,108.3
09/20/2019,9,20,2019,,,20/9/2019,110.3
09/19/2019,9,19,2019,,,19/9/2019,112.8
09/18/2019,9,18,2019,,,18/9/2019,111.2
09/17/2019,9,17,2019,,,17/9/2019,109.2
09/16/2019,9,16,2019,,,16/9/2019,109.2
09/13/2019,9,13,2019,,,13/9/2019,110.8
09-12-2019,9,,,12,2019,12/9/2019,110.7
09-11-2019,9,,,11,2019,11/9/2019,110.4
09-10-2019,9,,,10,2019,10/9/2019,106.4
09-09-2019,9,,,9,2019,9/9/2019,104.8
09-06-2019,9,,,6,2019,6/9/2019,101.1
09-05-2019,9,,,5,2019,5/9/2019,100.1
09-04-2019,9,,,4,2019,4/9/2019,99.9
09-03-2019,9,,,3,2019,3/9/2019,98.5
09-02-2019,9,,,2,2019,2/9/2019,99.6
08/30/2019,8,30,2019,,,30/8/2019,99.7
08/29/2019,8,29,2019,,,29/8/2019,97.5
08/28/2019,8,28,2019,,,28/8/2019,103.9
08/27/2019,8,27,2019,,,27/8/2019,105.7
08/26/2019,8,26,2019,,,26/8/2019,107.1
08/23/2019,8,23,2019,,,23/8/2019,107.3
08/22/2019,8,22,2019,,,22/8/2019,106.6
08/21/2019,8,21,2019,,,21/8/2019,106.6
08/20/2019,8,20,2019,,,20/8/2019,103
08/19/2019,8,19,2019,,,19/8/2019,101.7
08/16/2019,8,16,2019,,,16/8/2019,101.1
08/15/2019,8,15,2019,,,15/8/2019,101
08/14/2019,8,14,2019,,,14/8/2019,105.7
08/13/2019,8,13,2019,,,13/8/2019,106
08-12-2019,8,,,12,2019,12/8/2019,107.1
08-09-2019,8,,,9,2019,9/8/2019,109.8
08-08-2019,8,,,8,2019,8/8/2019,111.2
08-07-2019,8,,,7,2019,7/8/2019,110
08-06-2019,8,,,6,2019,6/8/2019,108.7
08-05-2019,8,,,5,2019,5/8/2019,107
08-02-2019,8,,,2,2019,2/8/2019,110.3
08-01-2019,8,,,1,2019,1/8/2019,113.2
07/31/2019,7,31,2019,,,31/7/2019,111
07/30/2019,7,30,2019,,,30/7/2019,110.4
07/29/2019,7,29,2019,,,29/7/2019,118
07/26/2019,7,26,2019,,,26/7/2019,117.8
07/25/2019,7,25,2019,,,25/7/2019,118.4
07/24/2019,7,24,2019,,,24/7/2019,117.8
07/23/2019,7,23,2019,,,23/7/2019,119.2
07/22/2019,7,22,2019,,,22/7/2019,117.3
07/19/2019,7,19,2019,,,19/7/2019,118.3
07/18/2019,7,18,2019,,,18/7/2019,117.6
07/17/2019,7,17,2019,,,17/7/2019,117.4
07/16/2019,7,16,2019,,,16/7/2019,117.7
07/15/2019,7,15,2019,,,15/7/2019,117.4
07-12-2019,7,,,12,2019,12/7/2019,116.5
07-11-2019,7,,,11,2019,11/7/2019,118.8
07-10-2019,7,,,10,2019,10/7/2019,118.3
07-09-2019,7,,,9,2019,9/7/2019,117.3
07-08-2019,7,,,8,2019,8/7/2019,118.4
07-05-2019,7,,,5,2019,5/7/2019,116.5
07-04-2019,7,,,4,2019,4/7/2019,118.9
07-03-2019,7,,,3,2019,3/7/2019,118.4
07-02-2019,7,,,2,2019,2/7/2019,118.4
07-01-2019,7,,,1,2019,1/7/2019,118.4
06/28/2019,6,28,2019,,,28/6/2019,113.4
06/27/2019,6,27,2019,,,27/6/2019,114.8
06/26/2019,6,26,2019,,,26/6/2019,117.8
06/25/2019,6,25,2019,,,25/6/2019,119
06/24/2019,6,24,2019,,,24/6/2019,117.8
06/21/2019,6,21,2019,,,21/6/2019,118.4
06/20/2019,6,20,2019,,,20/6/2019,118.4
06/19/2019,6,19,2019,,,19/6/2019,114.6
06/18/2019,6,18,2019,,,18/6/2019,115.4
06/17/2019,6,17,2019,,,17/6/2019,115.3
06/14/2019,6,14,2019,,,14/6/2019,113.8
06/13/2019,6,13,2019,,,13/6/2019,113.5
06-12-2019,6,,,12,2019,12/6/2019,112.9
06-11-2019,6,,,11,2019,11/6/2019,112
06-07-2019,6,,,7,2019,7/6/2019,109.7
06-06-2019,6,,,6,2019,6/6/2019,106.9
06-04-2019,6,,,4,2019,4/6/2019,109
06-03-2019,6,,,3,2019,3/6/2019,109
05/29/2019,5,29,2019,,,29/5/2019,109.6
05/28/2019,5,28,2019,,,28/5/2019,114.4
05/27/2019,5,27,2019,,,27/5/2019,110.8
05/24/2019,5,24,2019,,,24/5/2019,110.6
05/23/2019,5,23,2019,,,23/5/2019,109.8
05/22/2019,5,22,2019,,,22/5/2019,113.9
05/21/2019,5,21,2019,,,21/5/2019,112.2
05/20/2019,5,20,2019,,,20/5/2019,107.9
05/16/2019,5,16,2019,,,16/5/2019,111.8
05/15/2019,5,15,2019,,,15/5/2019,110.2
05/14/2019,5,14,2019,,,14/5/2019,111.8
05/13/2019,5,13,2019,,,13/5/2019,108.8
05-10-2019,5,,,10,2019,10/5/2019,114
05-09-2019,5,,,9,2019,9/5/2019,112.5
05-08-2019,5,,,8,2019,8/5/2019,116.9
05-07-2019,5,,,7,2019,7/5/2019,117.6
05-06-2019,5,,,6,2019,6/5/2019,116.2
05-03-2019,5,,,3,2019,3/5/2019,117.8
05-02-2019,5,,,2,2019,2/5/2019,117.9
05-01-2019,5,,,1,2019,1/5/2019,121.4
04/30/2019,4,30,2019,,,30/4/2019,120.4
04/29/2019,4,29,2019,,,29/4/2019,121.1
04/26/2019,4,26,2019,,,26/4/2019,121.8
04/25/2019,4,25,2019,,,25/4/2019,122.5
04/24/2019,4,24,2019,,,24/4/2019,122.2
04/23/2019,4,23,2019,,,23/4/2019,121
04/17/2019,4,17,2019,,,17/4/2019,120.7
04/16/2019,4,16,2019,,,16/4/2019,120.7
04/15/2019,4,15,2019,,,15/4/2019,120
04-12-2019,4,,,12,2019,12/4/2019,118.8
04-11-2019,4,,,11,2019,11/4/2019,118.8
04-10-2019,4,,,10,2019,10/4/2019,119
04-09-2019,4,,,9,2019,9/4/2019,118.7
04-08-2019,4,,,8,2019,8/4/2019,118.8
04-05-2019,4,,,5,2019,5/4/2019,118.2
04-04-2019,4,,,4,2019,4/4/2019,117.5
04-03-2019,4,,,3,2019,3/4/2019,119
04-02-2019,4,,,2,2019,2/4/2019,115.8
04-01-2019,4,,,1,2019,1/4/2019,116
03/29/2019,3,29,2019,,,29/3/2019,112
03/28/2019,3,28,2019,,,28/3/2019,110.8
03/27/2019,3,27,2019,,,27/3/2019,110.2
03/26/2019,3,26,2019,,,26/3/2019,108.8
03/25/2019,3,25,2019,,,25/3/2019,107.3
03/22/2019,3,22,2019,,,22/3/2019,108.4
03/21/2019,3,21,2019,,,21/3/2019,112.8
03/20/2019,3,20,2019,,,20/3/2019,113.7
03/19/2019,3,19,2019,,,19/3/2019,113.4
03/18/2019,3,18,2019,,,18/3/2019,113.6
03/15/2019,3,15,2019,,,15/3/2019,112
03/14/2019,3,14,2019,,,14/3/2019,111.6
03/13/2019,3,13,2019,,,13/3/2019,110.9
03-12-2019,3,,,12,2019,12/3/2019,109.5
03-11-2019,3,,,11,2019,11/3/2019,106.6
03-08-2019,3,,,8,2019,8/3/2019,104.8
03-07-2019,3,,,7,2019,7/3/2019,106.6
03-06-2019,3,,,6,2019,6/3/2019,106.7
03-05-2019,3,,,5,2019,5/3/2019,107.5
03-04-2019,3,,,4,2019,4/3/2019,108.4
03-01-2019,3,,,1,2019,1/3/2019,108
02/28/2019,2,28,2019,,,28/2/2019,109.2
02/27/2019,2,27,2019,,,27/2/2019,109.4
02/26/2019,2,26,2019,,,26/2/2019,110.4
02/25/2019,2,25,2019,,,25/2/2019,109.4
02/22/2019,2,22,2019,,,22/2/2019,109.4
02/21/2019,2,21,2019,,,21/2/2019,110.1
02/20/2019,2,20,2019,,,20/2/2019,109.6
02/19/2019,2,19,2019,,,19/2/2019,110.6
02/18/2019,2,18,2019,,,18/2/2019,110.2
02/15/2019,2,15,2019,,,15/2/2019,110.8
02/14/2019,2,14,2019,,,14/2/2019,111.6
02/13/2019,2,13,2019,,,13/2/2019,110.8
02-12-2019,2,,,12,2019,12/2/2019,109.9
02-11-2019,2,,,11,2019,11/2/2019,107.7
02-08-2019,2,,,8,2019,8/2/2019,102.8
02-07-2019,2,,,7,2019,7/2/2019,101.2
02-06-2019,2,,,6,2019,6/2/2019,106.2
02-05-2019,2,,,5,2019,5/2/2019,106.6
02-04-2019,2,,,4,2019,4/2/2019,106.7
02-01-2019,2,,,1,2019,1/2/2019,108.8
01/31/2019,1,31,2019,,,31/1/2019,107.6
01/30/2019,1,30,2019,,,30/1/2019,108.3
01/29/2019,1,29,2019,,,29/1/2019,107.3
01/28/2019,1,28,2019,,,28/1/2019,102.2
01/25/2019,1,25,2019,,,25/1/2019,103.6
01/24/2019,1,24,2019,,,24/1/2019,104.4
01/23/2019,1,23,2019,,,23/1/2019,102.8
01/22/2019,1,22,2019,,,22/1/2019,103.6
01/21/2019,1,21,2019,,,21/1/2019,104.9
01/18/2019,1,18,2019,,,18/1/2019,103.7
01/17/2019,1,17,2019,,,17/1/2019,101.5
01/16/2019,1,16,2019,,,16/1/2019,101.1
01/15/2019,1,15,2019,,,15/1/2019,101.5
01/14/2019,1,14,2019,,,14/1/2019,100.4
01-11-2019,1,,,11,2019,11/1/2019,100.9
01-10-2019,1,,,10,2019,10/1/2019,101.2
01-09-2019,1,,,9,2019,9/1/2019,102.3
01-08-2019,1,,,8,2019,8/1/2019,100
01-07-2019,1,,,7,2019,7/1/2019,98.8
01-04-2019,1,,,4,2019,4/1/2019,99.1
01-03-2019,1,,,3,2019,3/1/2019,98.9
01-02-2019,1,,,2,2019,2/1/2019,100.4
12/28/2018,12,28,2018,,,28/12/2018,98.4
12/27/2018,12,27,2018,,,27/12/2018,97.7
12/21/2018,12,21,2018,,,21/12/2018,100.2
12/20/2018,12,20,2018,,,20/12/2018,99.4
12/19/2018,12,19,2018,,,19/12/2018,100.7
12/18/2018,12,18,2018,,,18/12/2018,102.6
12/17/2018,12,17,2018,,,17/12/2018,104.3
12/14/2018,12,14,2018,,,14/12/2018,105
12/13/2018,12,13,2018,,,13/12/2018,105.6
12-12-2018,12,,,12,2018,12/12/2018,100.9
12-11-2018,12,,,11,2018,11/12/2018,98.7
12-10-2018,12,,,10,2018,10/12/2018,97.5
12-07-2018,12,,,7,2018,7/12/2018,99.9
12-06-2018,12,,,6,2018,6/12/2018,98
12-05-2018,12,,,5,2018,5/12/2018,100.1
12-04-2018,12,,,4,2018,4/12/2018,100.6
12-03-2018,12,,,3,2018,3/12/2018,101.2
11/30/2018,11,30,2018,,,30/11/2018,98.4
11/29/2018,11,29,2018,,,29/11/2018,97.1
11/28/2018,11,28,2018,,,28/11/2018,98.5
11/27/2018,11,27,2018,,,27/11/2018,97.2
11/26/2018,11,26,2018,,,26/11/2018,96.4
